Cluster1	Cluster2	CosineDistance	EuclideanDistance
0	1	0.3985927349884306	6.7039314503438
0	2	0.523137326740091	8.74632075321576
0	3	0.4258358108805158	6.908619611701632
0	4	0.41025019690466535	6.598791277605619
0	5	0.484972252842534	8.572120427266622
0	6	0.3533176369954789	5.9328025062098515
0	7	0.334440719291611	5.624045058324539
0	8	0.32262973936550954	5.514790399755058
0	9	0.32550931690179885	5.218964322628923
0	10	0.45110910539750093	7.661190967777696
0	11	0.19543725538833612	3.633033707360012
0	12	0.34916892276504374	5.788059568753824
0	13	0.2736053050139171	4.651077949959108
0	14	0.2117668931427079	3.9143405227189536
0	15	0.29401382214970995	5.037723651743748
0	16	0.28055547545906623	4.846110661774007
0	17	0.5076801898178525	8.705364870016409
0	18	0.49230184790373377	8.615353875611005
0	19	0.5205961559971255	8.78025040508482
0	20	0.4822509824626693	8.556013466455491
0	21	0.35392167846822686	6.149917387081993
0	22	0.5087790537555992	8.711761031010884
0	23	0.5168453202666343	8.715392361657445
0	24	0.39961826337930284	6.710434858190774
0	25	0.5059024465887232	8.69500719082795
0	26	0.5310037207268825	8.84013095413345
0	27	0.20664953737452052	3.769581731438097
0	28	0.24996911626809448	4.478834229967106
0	29	0.4759914852675472	8.518848460614787
0	30	0.1867602844617725	3.5868351762988855
0	31	0.5110688330604324	8.725074092000611
0	32	0.5115233369927987	8.727714218770966
0	33	0.5092047916162967	8.714237863000271
0	34	0.5103611876973808	8.720961923923836
0	35	0.3704705911210764	6.0166759463355
0	36	0.5189507366976724	8.77074595996367
0	37	0.3373813331839941	5.425087489921194
0	38	0.26462576271304883	4.554762585418656
0	39	0.4183625455394768	7.072799826103752
0	40	0.37766989572765686	6.141907514848995
0	41	0.49558693328830616	8.634660624779992
0	42	0.5047805697936415	8.688464436568905
0	43	0.37646158833507004	6.231162802857441
0	44	0.3877132614526769	6.50649005281431
0	45	0.30035116072097434	5.1009290525332185
0	46	0.41417402497859535	6.746967207308314
0	47	0.5241959509942173	8.777708143678918
0	48	0.3382119080874286	5.710759480627342
0	49	0.48634727106830056	8.580247540795263
0	50	0.5216574393501778	8.738389119319681
0	51	0.47378800417772027	8.505726914958249
0	52	0.5062361330200809	8.696952291075592
0	53	0.38077458002565456	6.255565696259775
0	54	0.5203084952804378	8.77858953105242
0	55	0.5183984281216322	8.767553347048658
0	56	0.5092565705453005	8.714539051308424
0	57	0.4837870906897811	8.565109279621073
0	58	0.4929059354087777	8.618907398662111
0	59	0.48496649962820015	8.572086406420313
0	60	0.4810658203099164	8.548989109272336
0	61	0.5069840508834684	8.701310419045882
0	62	0.49955665117859493	8.657933575566071
0	63	0.48847020715745515	8.592780164675226
0	64	0.5147106177336973	8.746206135257681
0	65	0.5180302224042721	8.76542429241701
0	66	0.5029683072785097	8.677884951496067
0	67	0.5140317384423145	8.742270702178985
0	68	0.5119548280678301	8.730219929444528
0	69	0.24205050343185397	4.6216909958445305
0	70	0.37859706371005175	6.417970666979078
0	71	0.3110118174824309	5.132131634058701
0	72	0.43202115156569687	7.436173959004651
0	73	0.5029337879925072	8.677683312315978
0	74	0.5099699691226858	8.718687697674248
0	75	0.47860344457507065	8.534376329189094
0	76	0.5116663065365952	8.696176818343726
0	77	0.5249973649624456	8.80562271515842
0	78	0.39344735264693365	6.466073481850145
0	79	0.4862609728532943	8.579737697327142
0	80	0.4097905895035747	6.818478576424124
0	81	0.4162454698903404	7.007631736590961
0	82	0.5122137227128489	8.731723010702442
0	83	0.5104820051983896	8.721664138653283
0	84	0.5105510437703946	8.722065378829722
0	85	0.5162294663178078	8.755004426773583
0	86	0.48251563032202194	8.557581224724284
0	87	0.5287657203510531	8.8272887672603
0	88	0.277661831169956	4.8241847914112626
0	89	0.3871900911618974	6.603577278379515
0	90	0.4866982171426595	8.582320592199743
0	91	0.47619298299317714	8.131260131366224
0	92	0.38517413933042555	6.342020140029542
0	93	0.4908462846772945	8.606785550615468
0	94	0.5215511895765281	8.785762255300995
0	95	0.46013030664802623	7.595171247620909
0	96	0.5018061579830918	8.671093854029854
0	97	0.4904263000309308	8.60431168096561
0	98	0.49649594115303897	8.639995327105176
0	99	0.2504750812201181	4.412573220393736
0	100	0.3786512719606505	6.193888705094469
0	101	0.4082350379540399	6.724288776218171
0	102	0.505419176584688	8.692189377411436
0	103	0.5194397599160413	8.773571782940534
0	104	0.4095941107910426	6.682487821677638
0	105	0.5094636862613156	8.715743700459969
0	106	0.5100847382417601	8.608543260341593
0	107	0.5174894202568994	8.762296305539484
0	108	0.47461121807370565	8.002949809458405
0	109	0.4924284186190764	8.616098544664675
0	110	0.509849151621677	8.717985243198964
0	111	0.35456744580987376	6.046686615727334
0	112	0.36948793456194096	6.368436850547207
0	113	0.38508225305694865	6.323933597651828
0	114	0.4813782050206705	7.751352463227282
0	115	0.5039578601439151	8.6836632836975
0	116	0.5019374784315145	8.32981614052262
0	117	0.36158442043386896	5.904637359695519
0	118	0.5182891170492909	8.766921337918706
0	119	0.40726526585931366	6.643950833801411
0	120	0.46432232282317454	7.881582044574879
0	121	0.38320693500221203	6.311870622584009
0	122	0.41634610506734304	6.60485786553184
0	123	0.5181050141906108	8.765856798489772
0	124	0.39919857478409027	6.790740473084223
0	125	0.5124150852145304	8.732891895044437
0	126	0.43810471492293845	7.455882789459742
0	127	0.4017402092460822	6.788773867355512
0	128	0.40051564752462054	6.643146974546285
0	129	0.48624946642462685	8.579669715908935
0	130	0.5005346976153328	8.663657892097131
0	131	0.30602395232340496	5.401202071699254
0	132	0.4409551758336454	7.364436872633198
0	133	0.38248574753685594	6.087146637768698
0	134	0.5134161445086032	8.738700599323597
0	135	0.3993617576349501	6.794713752689568
0	136	0.37658784415396596	6.373162714024598
0	137	0.39583469277960215	6.462637641644506
0	138	0.4029870176451329	6.886343930251745
0	139	0.4999191036816212	8.66005538121659
0	140	0.3416812583425264	6.025153881774308
0	141	0.48969564181054426	8.600006129598233
0	142	0.3885624106109027	6.767821126088828
0	143	0.3770965919581073	6.204497858524055
0	144	0.4232989781957808	7.09005551063691
0	145	0.5257107635398308	8.809728468829823
0	146	0.42846294592707357	7.187698929327228
0	147	0.4998523363534084	8.645865094718284
0	148	0.36402723707004814	6.204640863601615
0	149	0.42704233854824236	7.24973281246761
0	150	0.3896732716019311	6.242947645908843
0	151	0.4926527939780927	8.617418481655521
0	152	0.46292315282134466	7.982687623617776
0	153	0.41443790633942346	6.808080964466102
0	154	0.4813822470982727	8.550865109091296
0	155	0.49541397162901424	8.382233919988002
0	156	0.4024277213736225	6.79771839384747
0	157	0.48405173854913364	8.566675373296041
0	158	0.47085936794208694	7.809098818425079
0	159	0.4520385717390035	7.277549731952589
0	160	0.3884200610560653	6.428383798503047
0	161	0.49302099969545277	8.619584094098048
0	162	0.4923708864757388	8.615760066710012
0	163	0.3853564633122084	6.41941321311554
0	164	0.36286343327506376	5.952716254843388
0	165	0.4056476636204097	6.769850189136974
0	166	0.4781777067143731	8.531847282782046
0	167	0.48852773930079263	8.59311954779484
0	168	0.49443053720722197	8.627869305891473
0	169	0.4871469678606921	8.584970649950213
0	170	0.5130651984342443	8.736664654125509
0	171	0.5116038819934713	8.728182006036413
0	172	0.5135139491522769	8.739267909376437
0	173	0.26363183409834057	5.015187244369385
0	174	0.5097168276920007	8.717215823348758
0	175	0.4150461777101975	6.776231157168825
0	176	0.48470760498318133	8.570555328563945
0	177	0.5035091094258823	8.681043353850113
0	178	0.5195778370600513	8.774369497612296
0	179	0.5146991113050297	8.746139447754508
0	180	0.40851667252447244	6.95708633775785
0	181	0.5115923755648037	8.728115180819183
0	182	0.37452179713099665	6.19924206436479
0	183	0.5026617222192651	8.611282444317194
0	184	0.42012107744978966	7.18514342553014
0	185	0.5200956263500891	8.777360281938373
0	186	0.36393949227478994	6.164411870525928
0	187	0.49260101504908893	8.617113898756713
0	188	0.4811521185249228	8.549500786411082
0	189	0.5160741295307965	8.754105007442451
0	190	0.48527141998788903	8.57388932525387
0	191	0.5164653481054916	8.756370035024904
0	192	0.46147732729098045	7.661164797419243
0	193	0.38603696937238063	6.496029534755466
0	194	0.4928714161227752	8.618704379670866
0	195	0.5121389309265102	8.731288813806092
0	196	0.4412570966336651	6.818512436374363
0	197	0.5279027382009903	8.822331773218059
0	198	0.5246962866675452	8.765513013351223
0	199	0.49914817296089853	8.655541710874248
0	200	0.34307529935493664	5.551167160474787
0	201	0.5031293972798548	8.678825872393324
0	202	0.48763023786472726	8.587823643757021
0	203	0.4932856475548053	8.62114029202715
0	204	0.5094501493903996	8.667685094778685
0	205	0.3524949324638126	6.043695631186083
0	206	0.4966627843687177	8.640974123601278
