"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005681","spliceosomal complex","14/257","208/19880",0.0673076923076923,5.20652499251721,6.9793023016754,5.73325430865395e-07,0.000158688957849094,0.000131608067115676,"SNRPD1/CWC22/SNRNP70/EFTUD2/LUC7L2/PPIL3/PRPF6/HNRNPC/SUGP1/SNRNP40/SNU13/TRA2A/CASC3/HNRNPK",14
"GO:0005925","focal adhesion","20/257","424/19880",0.0471698113207547,3.64877762278834,6.30932319755007,7.17573359228092e-07,0.000158688957849094,0.000131608067115676,"FLOT1/CYFIP1/SRP68/ARPC2/PTK7/PTPN12/DNM2/PRKAR2A/CAPN2/RPS5/RPS18/PTK2/FERMT2/RPS10/TPM4/ARPC3/YWHAE/SCARB2/HNRNPK/RAC1",20
"GO:0030055","cell-substrate junction","20/257","434/19880",0.0460829493087558,3.5647044056734,6.18227285096966,1.03044777824087e-06,0.000158688957849094,0.000131608067115676,"FLOT1/CYFIP1/SRP68/ARPC2/PTK7/PTPN12/DNM2/PRKAR2A/CAPN2/RPS5/RPS18/PTK2/FERMT2/RPS10/TPM4/ARPC3/YWHAE/SCARB2/HNRNPK/RAC1",20
"GO:0005684","U2-type spliceosomal complex","9/257","95/19880",0.0947368421052632,7.32828179397911,7.07555826656141,3.91216512269654e-06,0.00045185507167145,0.000374744238068826,"SNRPD1/CWC22/SNRNP70/EFTUD2/LUC7L2/PRPF6/SNRNP40/SNU13/CASC3",9
"GO:0005952","cAMP-dependent protein kinase complex","4/257","11/19880",0.363636363636364,28.1287584011319,10.2995768446936,8.38391542926581e-06,0.000774673785664161,0.000642472677105843,"PRKACA/PRKAR1B/PRKAR2A/PRKAR2B",4
"GO:0071013","catalytic step 2 spliceosome","8/257","90/19880",0.0888888888888889,6.8759187202767,6.39374430044208,2.1735008559776e-05,0.00137250864578766,0.00113828468231193,"SNRPD1/CWC22/EFTUD2/PPIL3/PRPF6/HNRNPC/SNRNP40/HNRNPK",8
"GO:0046540","U4/U6 x U5 tri-snRNP complex","6/257","45/19880",0.133333333333333,10.313878080415,7.15816705760323,2.35022174107288e-05,0.00137250864578766,0.00113828468231193,"SNRPD1/EFTUD2/PRPF6/SNRNP40/SNU13/RBM42",6
"GO:0120114","Sm-like protein family complex","9/257","119/19880",0.0756302521008403,5.85030899519341,6.07322757144807,2.46095114353534e-05,0.00137250864578766,0.00113828468231193,"SNRPD1/SMN1/SNRNP70/EFTUD2/LUC7L2/PRPF6/SNRNP40/SNU13/RBM42",9
"GO:0097526","spliceosomal tri-snRNP complex","6/257","46/19880",0.130434782608696,10.0896633395365,7.06321923040317,2.67371814114479e-05,0.00137250864578766,0.00113828468231193,"SNRPD1/EFTUD2/PRPF6/SNRNP40/SNU13/RBM42",6
"GO:0097525","spliceosomal snRNP complex","8/257","97/19880",0.0824742268041237,6.37971840025673,6.07827662997745,3.74942445941751e-05,0.00173223410025089,0.00143662158234523,"SNRPD1/SNRNP70/EFTUD2/LUC7L2/PRPF6/SNRNP40/SNU13/RBM42",8
"GO:0030532","small nuclear ribonucleoprotein complex","8/257","107/19880",0.0747663551401869,5.78348303574675,5.67781150340608,7.56910977276458e-05,0.00317902610456112,0.00263651287778594,"SNRPD1/SNRNP70/EFTUD2/LUC7L2/PRPF6/SNRNP40/SNU13/RBM42",8
"GO:0036464","cytoplasmic ribonucleoprotein granule","12/257","261/19880",0.0459770114942529,3.55650968290174,4.75784608529529,0.000158950284665767,0.00611958595963202,0.00507525470336308,"EDC3/SMN1/DCP2/VCP/DCP1A/GIGYF2/NBDY/PSMA2/TUBB/CASC3/HNRNPK/RAC1",12
"GO:1905369","endopeptidase complex","7/257","98/19880",0.0714285714285714,5.52529182879377,5.13931996666467,0.000282916219447136,0.00937267947031984,0.0077731950950021,"VCP/CAPN2/PSMD4/PSMA2/PSMB3/UBR1/SPCS2",7
"GO:0035770","ribonucleoprotein granule","12/257","278/19880",0.0431654676258993,3.33902527783221,4.494571021545,0.000284020590009692,0.00937267947031984,0.0077731950950021,"EDC3/SMN1/DCP2/VCP/DCP1A/GIGYF2/NBDY/PSMA2/TUBB/CASC3/HNRNPK/RAC1",12
"GO:0017101","aminoacyl-tRNA synthetase multienzyme complex","3/257","11/19880",0.272727272727273,21.096568800849,7.62976880911654,0.000326307115718455,0.00963825209017715,0.00799344670955681,"IARS1/LARS1/MARS1",3
"GO:0005938","cell cortex","13/257","325/19880",0.04,3.09416342412451,4.35616646160968,0.000333792280179295,0.00963825209017715,0.00799344670955681,"FLOT1/EXOC6/FNBP1/CAPN2/NDFIP1/PTK2/FERMT2/ITCH/TPM4/STXBP1/OSBPL2/STIM1/RAC1",13
